MacroPlot Name,Monitoring Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
PIPO 17,02Year5,6/26/2007 12:00:00 AM,1,1,276,1,7,6,1,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 17,02Year5,6/26/2007 12:00:00 AM,2,2,79,4,12,3,2,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 17,02Year5,6/26/2007 12:00:00 AM,3,3,240,5,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 17,02Year5,6/26/2007 12:00:00 AM,4,4,230,3,7,2,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 17,03Post,10/25/2011 2:13:36 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 17,03Post,10/25/2011 2:13:36 PM,-2147483648,1,276,1,8,4,2,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Post,10/25/2011 2:13:36 PM,-2147483647,2,79,4,2,1,1,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Post,10/25/2011 2:13:36 PM,-2147483646,3,240,5,2,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Post,10/25/2011 2:13:36 PM,-2147483645,4,230,3,3,4,1,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year1,5/22/2012 8:00:08 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 17,03Year1,5/22/2012 8:00:08 AM,-2147483648,1,276,1,5,2,3,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year1,5/22/2012 8:00:08 AM,-2147483647,2,79,4,3,0,2,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year1,5/22/2012 8:00:08 AM,-2147483646,3,240,5,0,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year1,5/22/2012 8:00:08 AM,-2147483645,4,230,3,0,0,1,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year10,6/7/2021 7:22:06 PM,,,,,,,,,,,,,4,6,6,12,Lakin; Muscettola,Lakin,,,,,True,
PIPO 17,03Year10,6/7/2021 7:22:06 PM,1,1,276,1,3,6,1,PIPO,Btwn dead QUGA & PIED @ 12'; R of PIPO @ 67'; L of PIPO @ 92',,,,,,,,,,,,,,,
PIPO 17,03Year10,6/7/2021 7:22:06 PM,2,2,79,4,8,0,0,PIPO,R of QUGA #39 @ 4'; L of QUGA #4 @ 4'; L of PIPO @ 70' ,,,,,,,,,,,,,,,
PIPO 17,03Year10,6/7/2021 7:22:06 PM,3,3,240,5,0,1,0,PIPO,L of dead JUOS @ 40'; L of PIPO @ 67'; L of PIPO @ 79',,,,,,,,,,,,,,,
PIPO 17,03Year10,6/7/2021 7:22:06 PM,4,4,230,3,11,6,0,PIPO,L of PIPO #21 @ 15'; R of PIPO #20 @ 30'; L of PIPO @ 95',,,,,,,,,,,,,,,
PIPO 17,03Year2,5/21/2013 4:03:29 PM,,,,,,,,,,,,,4,6,6,12,Milich; Byrne,Byrne/Jenkins; Peach,,,,,True,
PIPO 17,03Year2,5/21/2013 4:03:29 PM,-2147483648,1,276,1,8,6,2,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year2,5/21/2013 4:03:29 PM,-2147483647,2,79,4,7,1,1,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year2,5/21/2013 4:03:29 PM,-2147483646,3,240,5,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year2,5/21/2013 4:03:29 PM,-2147483645,4,230,3,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 17,03Year5,5/25/2016 3:46:34 PM,,,,,,,,,,,,,4,6,6,12,BRANNFORS; HICKS; PROPHET; JONES; HARDY; COOKS,ALI,,,,,True,
PIPO 17,03Year5,5/25/2016 3:46:34 PM,-2147483648,1,276,1,1,4,4,PIPO,Btwn dead QUGA & PIED @ 12'; R of PIPO @ 67'; L of PIPO @ 92',,,,,,,,,,,,,,,
PIPO 17,03Year5,5/25/2016 3:46:34 PM,-2147483647,2,79,4,7,2,1,PIPO,R of QUGA @ 2'; L of QUGA @ 4'; L of PIPO @ 70'; R of QUGA snags ,,,,,,,,,,,,,,,
PIPO 17,03Year5,5/25/2016 3:46:34 PM,-2147483646,3,240,5,0,0,0,PIPO,L of dead JUOS @ 40'; L of PIPO @ 67'; L of PIPO @ 79',,,,,,,,,,,,,,,
PIPO 17,03Year5,5/25/2016 3:46:34 PM,-2147483645,4,230,3,9,6,1,PIPO,L of PIPO #21 @ 15'; R of PIPO #20 @ 30'; L of PIPO @ 95',,,,,,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 17,Pre,6/20/1996 12:00:00 AM,1,1,276,1,7,4,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,2,2,79,4,14,4,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,3,3,240,5,8,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,4,4,230,3,10,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,01Post,11/25/1997 12:00:00 AM,1,1,279,2,2,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,2,2,147,2,2,0,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,3,3,197,4,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,4,4,6,2,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,1,1,279,2,6,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,2,2,147,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,3,3,197,4,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,4,4,6,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,1,1,279,2,3,3,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,2,2,147,2,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,3,3,197,4,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,4,4,6,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,01Year5,5/2/2002 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,01Year5,5/2/2002 12:00:00 AM,1,1,279,2,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,01Year5,5/2/2002 12:00:00 AM,2,2,147,2,0,2,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,01Year5,5/2/2002 12:00:00 AM,3,3,197,4,0,2,1,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,01Year5,5/2/2002 12:00:00 AM,4,4,6,2,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,02Post,11/18/2002 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,02Post,11/18/2002 12:00:00 AM,1,1,279,2,7,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,02Post,11/18/2002 12:00:00 AM,2,2,147,2,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,02Post,11/18/2002 12:00:00 AM,3,3,197,4,1,2,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,02Post,11/18/2002 12:00:00 AM,4,4,6,2,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,02Year1,6/3/2003 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,02Year1,6/3/2003 12:00:00 AM,1,1,279,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,02Year1,6/3/2003 12:00:00 AM,2,2,147,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,02Year1,6/3/2003 12:00:00 AM,3,3,197,4,0,1,1,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,02Year1,6/3/2003 12:00:00 AM,4,4,6,2,0,0,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,02Year2,5/20/2004 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,02Year2,5/20/2004 12:00:00 AM,1,1,279,2,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,02Year2,5/20/2004 12:00:00 AM,2,2,147,2,0,1,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,02Year2,5/20/2004 12:00:00 AM,3,3,197,4,0,2,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,02Year2,5/20/2004 12:00:00 AM,4,4,6,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,02Year5,6/13/2007 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,02Year5,6/13/2007 12:00:00 AM,1,1,279,2,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,02Year5,6/13/2007 12:00:00 AM,2,2,147,2,2,1,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,02Year5,6/13/2007 12:00:00 AM,3,3,197,4,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,02Year5,6/13/2007 12:00:00 AM,4,4,6,2,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 21,03Post,10/25/2011 1:13:36 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,03Post,10/25/2011 1:13:36 PM,-2147483648,1,279,2,4,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Post,10/25/2011 1:13:36 PM,-2147483647,2,147,2,2,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Post,10/25/2011 1:13:36 PM,-2147483646,3,197,4,0,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Post,10/25/2011 1:13:36 PM,-2147483645,4,6,2,2,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year1,5/10/2012 2:51:07 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,03Year1,5/10/2012 2:51:07 PM,-2147483648,1,279,2,6,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year1,5/10/2012 2:51:07 PM,-2147483647,2,147,2,7,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year1,5/10/2012 2:51:07 PM,-2147483646,3,197,4,2,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year1,5/10/2012 2:51:07 PM,-2147483645,4,6,2,1,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year10,6/8/2021 1:58:43 PM,,,,,,,,,,,,,4,6,6,12,Lalor; Brannfors,Lakin,,,,,True,
PIPO 21,03Year10,6/8/2021 1:58:43 PM,1,1,279,2,1,0,0,PIPO,L of Q4 @ 46',,,,,,,,,,,,,,,
PIPO 21,03Year10,6/8/2021 1:58:43 PM,2,2,147,2,4,2,0,PIPO,L PIPO @ 4'; R PIPO @ 80',,,,,,,,,,,,,,,
PIPO 21,03Year10,6/8/2021 1:58:43 PM,3,3,197,4,2,3,2,PIPO,L PIPO @ 12',,,,,,,,,,,,,,,
PIPO 21,03Year10,6/8/2021 1:58:43 PM,4,4,6,2,0,4,0,PIPO,R of Q1 @ 47'; L PIPO @ 70',,,,,,,,,,,,,,,
PIPO 21,03Year2,5/21/2013 10:15:04 AM,,,,,,,,,,,,,4,6,6,12,Byrne; Peach,Byrne/Jenkins; Peach,,,,,True,
PIPO 21,03Year2,5/21/2013 10:15:04 AM,-2147483648,1,279,2,0,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year2,5/21/2013 10:15:04 AM,-2147483647,2,147,2,3,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year2,5/21/2013 10:15:04 AM,-2147483646,3,197,4,0,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year2,5/21/2013 10:15:04 AM,-2147483645,4,6,2,0,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 21,03Year5,5/24/2016 10:33:59 AM,,,,,,,,,,,,,4,6,6,12,McCLURE; BRANNFORS,ALI,,,,,True,
PIPO 21,03Year5,5/24/2016 10:33:59 AM,-2147483648,1,279,2,0,0,0,PIPO,L of Q4 @ 46',,,,,,,,,,,,,,,
PIPO 21,03Year5,5/24/2016 10:33:59 AM,-2147483647,2,147,2,0,1,0,PIPO,L PIPO @ 4'; R PIPO @ 80',,,,,,,,,,,,,,,
PIPO 21,03Year5,5/24/2016 10:33:59 AM,-2147483646,3,197,4,0,2,2,PIPO,L PIPO @ 12',,,,,,,,,,,,,,,
PIPO 21,03Year5,5/24/2016 10:33:59 AM,-2147483645,4,6,2,1,4,0,PIPO,R of Q1 @ 47'; L PIPO @ 70',,,,,,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 21,Pre,8/9/1997 12:00:00 AM,1,1,279,2,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,2,2,147,2,0,1,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,3,3,197,4,1,2,2,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,4,4,6,2,0,3,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 31,01Post,5/13/2004 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 31,01Post,5/13/2004 12:00:00 AM,1,1,44,1,2,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 31,01Post,5/13/2004 12:00:00 AM,2,2,273,3,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 31,01Post,5/13/2004 12:00:00 AM,3,3,84,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 31,01Post,5/13/2004 12:00:00 AM,4,4,350,1,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 31,01Year1,6/17/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 31,01Year1,6/17/2005 12:00:00 AM,1,1,44,1,2,3,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 31,01Year1,6/17/2005 12:00:00 AM,2,2,273,3,3,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 31,01Year1,6/17/2005 12:00:00 AM,3,3,84,2,4,1,1,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 31,01Year1,6/17/2005 12:00:00 AM,4,4,350,1,11,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 31,01Year10,5/21/2014 1:53:47 PM,,,,,,,,,,,,,4,6,6,12,Lusher; Peach; Ali,,,,,,True,
PIPO 31,01Year10,5/21/2014 1:53:47 PM,-2147483648,1,44,1,1,6,0,PIPO,R of JUOS snag @ 56',,,,,,,,,,,,,,,
PIPO 31,01Year10,5/21/2014 1:53:47 PM,-2147483647,2,273,3,1,3,0,PIPO,L of JUOS @ 10'; L of PIPO @ 37'; L of PIED @ 63',,,,,,,,,,,,,,,
PIPO 31,01Year10,5/21/2014 1:53:47 PM,-2147483646,3,84,2,0,10,1,PIPO,,,,,,,,,,,,,,,,
PIPO 31,01Year10,5/21/2014 1:53:47 PM,-2147483645,4,350,1,1,2,0,PIPO,Btw PIPO's @ 70',,,,,,,,,,,,,,,
PIPO 31,01Year2,6/18/2006 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 31,01Year2,6/18/2006 12:00:00 AM,1,1,44,1,6,4,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 31,01Year2,6/18/2006 12:00:00 AM,2,2,273,3,8,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 31,01Year2,6/18/2006 12:00:00 AM,3,3,84,2,4,4,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 31,01Year2,6/18/2006 12:00:00 AM,4,4,350,1,10,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 31,01Year20,6/16/2024 12:56:58 PM,,,,,,,,,,,,,4,6,6,12,Tumicki; Brannfors,Tumicki,horse,,,,True,
PIPO 31,01Year20,6/16/2024 12:56:58 PM,1,1,44,1,4,3,0,PIPO,L of dead JUOS @ 1'; L of JUOS snag @ 56',,,,,,,,,,,,,,,
PIPO 31,01Year20,6/16/2024 12:56:58 PM,2,2,273,3,1,2,0,PIPO,L of JUOS @ 10'; L of PIPO @ 37'; L of PIED @ 68',,,,,,,,,,,,,,,
PIPO 31,01Year20,6/16/2024 12:56:58 PM,3,3,84,2,2,2,0,PIPO,R of PIPO #35 @ 7'; cross Q1-Q2 tape @ 6.5m,,,,,,,,,,,,,,,
PIPO 31,01Year20,6/16/2024 12:56:58 PM,4,4,350,1,0,1,1,PIPO,Btw PIPO's @ 69',,,,,,,,,,,,,,,
PIPO 31,01Year5,6/9/2009 1:12:42 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 31,01Year5,6/9/2009 1:12:42 PM,-2147483648,1,44,1,2,5,0,PIPO,,,,,,,,,,,,,,,,
PIPO 31,01Year5,6/9/2009 1:12:42 PM,-2147483647,2,273,3,2,3,0,PIPO,,,,,,,,,,,,,,,,
PIPO 31,01Year5,6/9/2009 1:12:42 PM,-2147483646,3,84,2,6,14,2,PIPO,,,,,,,,,,,,,,,,
PIPO 31,01Year5,6/9/2009 1:12:42 PM,-2147483645,4,350,1,6,3,0,PIPO,,,,,,,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 31,Pre,6/19/2001 12:00:00 AM,1,1,44,1,10,6,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,2,2,273,3,1,6,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,3,3,84,2,2,3,1,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,4,4,350,1,5,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 36,01Post,11/17/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 36,01Post,11/17/2005 12:00:00 AM,1,1,316,8,5,1,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 36,01Post,11/17/2005 12:00:00 AM,2,2,118,6,4,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 36,01Post,11/17/2005 12:00:00 AM,3,3,247,8,3,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 36,01Post,11/17/2005 12:00:00 AM,4,4,127,5,4,4,3,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 36,01Year1,6/15/2006 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 36,01Year1,6/15/2006 12:00:00 AM,1,1,316,8,7,1,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 36,01Year1,6/15/2006 12:00:00 AM,2,2,118,6,4,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 36,01Year1,6/15/2006 12:00:00 AM,3,3,247,8,4,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 36,01Year1,6/15/2006 12:00:00 AM,4,4,127,5,14,5,4,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 36,01Year10,6/1/2015 9:17:41 AM,,,,,,,,,,,,,4,6,6,12,BRANNFORS; KOEHLER,HAMBY,,,,,True,
PIPO 36,01Year10,6/1/2015 9:17:41 AM,-2147483648,1,316,8,1,1,0,PIPO,Btwn PIPOs @ 15'; L of PIPO @ 42',,,,,,,,,,,,,,,
PIPO 36,01Year10,6/1/2015 9:17:41 AM,-2147483647,2,118,6,2,4,0,PIPO,L of PIPO @ 46',,,,,,,,,,,,,,,
PIPO 36,01Year10,6/1/2015 9:17:41 AM,-2147483646,3,247,8,2,1,0,PIPO,L of PIPO @ 67',,,,,,,,,,,,,,,
PIPO 36,01Year10,6/1/2015 9:17:41 AM,-2147483645,4,127,5,0,6,3,PIPO,R of PIPO @ 16',,,,,,,,,,,,,,,
PIPO 36,01Year2,6/21/2007 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 36,01Year2,6/21/2007 12:00:00 AM,1,1,316,8,4,2,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 36,01Year2,6/21/2007 12:00:00 AM,2,2,118,6,2,2,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 36,01Year2,6/21/2007 12:00:00 AM,3,3,247,8,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 36,01Year2,6/21/2007 12:00:00 AM,4,4,127,5,1,3,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 36,01Year5,6/8/2010 4:38:42 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 36,01Year5,6/8/2010 4:38:42 PM,-2147483648,1,316,8,4,6,0,PIPO,,,,,,,,,,,,,,,,
PIPO 36,01Year5,6/8/2010 4:38:42 PM,-2147483647,2,118,6,0,9,0,PIPO,,,,,,,,,,,,,,,,
PIPO 36,01Year5,6/8/2010 4:38:42 PM,-2147483646,3,247,8,1,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 36,01Year5,6/8/2010 4:38:42 PM,-2147483645,4,127,5,5,10,1,PIPO,,,,,,,,,,,,,,,,
PIPO 36,02Post,7/10/2019 11:13:18 AM,,,,,,,,,,,,,4,6,6,12,RIOS,RIOS,,,,,True,
PIPO 36,02Post,7/10/2019 11:13:18 AM,-2147483648,1,316,8,0,4,0,PIPO,Btwn PIPOs @ 15'; L of PIPO @ 42',,,,,,,,,,,,,,,
PIPO 36,02Post,7/10/2019 11:13:18 AM,-2147483647,2,118,6,0,1,0,PIPO,L of PIPO @ 46',,,,,,,,,,,,,,,
PIPO 36,02Post,7/10/2019 11:13:18 AM,-2147483646,3,247,8,0,0,0,PIPO,L of PIPO @ 67',,,,,,,,,,,,,,,
PIPO 36,02Post,7/10/2019 11:13:18 AM,-2147483645,4,127,5,1,3,1,PIPO,R of PIPO @ 16',,,,,,,,,,,,,,,
PIPO 36,02Year1,6/28/2020 4:52:37 PM,,,,,,,,,,,,,4,6,6,12,BRANNFORS; LAKIN,Lakin,,,,,True,
PIPO 36,02Year1,6/28/2020 4:52:37 PM,-2147483648,1,316,8,3,3,0,PIPO,Btwn PIPOs @ 15'; L of PIPO @ 42',,,,,,,,,,,,,,,
PIPO 36,02Year1,6/28/2020 4:52:37 PM,-2147483647,2,118,6,1,0,0,PIPO,L of PIPO @ 46',,,,,,,,,,,,,,,
PIPO 36,02Year1,6/28/2020 4:52:37 PM,-2147483646,3,247,8,1,0,1,PIPO,L of PIPO @ 67',,,,,,,,,,,,,,,
PIPO 36,02Year1,6/28/2020 4:52:37 PM,-2147483645,4,127,5,1,4,1,PIPO,R of PIPO @ 16',,,,,,,,,,,,,,,
PIPO 36,02Year2,6/6/2021 7:30:15 PM,,,,,,,,,,,,,4,6,6,12,Cierley,Lakin,,,,,True,
PIPO 36,02Year2,6/6/2021 7:30:15 PM,1,1,316,8,2,3,0,PIPO,Btwn PIPOs @ 15'; L of PIPO @ 42',,,,,,,,,,,,,,,
PIPO 36,02Year2,6/6/2021 7:30:15 PM,2,2,118,6,0,1,0,PIPO,L of PIPO @ 46',,,,,,,,,,,,,,,
PIPO 36,02Year2,6/6/2021 7:30:15 PM,3,3,247,8,0,0,0,PIPO,L of PIPO @ 67',,,,,,,,,,,,,,,
PIPO 36,02Year2,6/6/2021 7:30:15 PM,4,4,127,5,0,2,1,PIPO,R of PIPO @ 16',,,,,,,,,,,,,,,
